"Index","CASRN","Chemical.Name","Source","Toxicity.Value","Organ","Reference","Effect","Dose.Converted","X.Doses","Dose","Dose.Unit1","Dose.Unit2","N.Animal","Obs.Animal","Species","Strain","Sex","Effect.Sex","Route","No.Days","Duration","Duration.type"
43,76039,"Trichloroacetic Acid","IRIS",0.07,"liver","DeAngelo, AB; Daniel, FB; Wong, DM; George, MH. (2008) The induction of hepatocellular neoplasia by trichloroacetic acid administered in the drinking water of the male B6C3F1 mouse. J Toxicol Environ Health A 71: 1056-1068. http://dx.doi.org/10.1080/15287390802111952.","Hepatocellular adenomas or carcinomas","HEq",3,"0.0","mg/kg-d","TCA g/L","56","31","Mouse","B6C3F1","M","Both","Oral drinking water",7,"104","Weeks"
43,76039,"Trichloroacetic Acid","IRIS",0.07,"liver","DeAngelo, AB; Daniel, FB; Wong, DM; George, MH. (2008) The induction of hepatocellular neoplasia by trichloroacetic acid administered in the drinking water of the male B6C3F1 mouse. J Toxicol Environ Health A 71: 1056-1068. http://dx.doi.org/10.1080/15287390802111952.","Hepatocellular adenomas or carcinomas","HEq",3,"1.0","mg/kg-d","TCA g/L","48","21","Mouse","B6C3F1","M","Both","Oral drinking water",7,"104","Weeks"
43,76039,"Trichloroacetic Acid","IRIS",0.07,"liver","DeAngelo, AB; Daniel, FB; Wong, DM; George, MH. (2008) The induction of hepatocellular neoplasia by trichloroacetic acid administered in the drinking water of the male B6C3F1 mouse. J Toxicol Environ Health A 71: 1056-1068. http://dx.doi.org/10.1080/15287390802111952.","Hepatocellular adenomas or carcinomas","HEq",3,"12.8","mg/kg-d","TCA g/L","51","36","Mouse","B6C3F1","M","Both","Oral drinking water",7,"104","Weeks"
44,76448,"Heptachlor","CalEPA",4.1,"liver","NCI. 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech.
Rep. Ser. No. 9 111 p. [Also publ. as DHEW Publication No. (NIH) 77-809], National Cancer
Institute, Washington, DC.","liver tumors carcinomas","HEq",3,"0.0","mg/kg/day","ppm diet","19","9","Mouse","B6C3F1","M/F","M","",NA,"80","Weeks"
44,76448,"Heptachlor","CalEPA",4.1,"liver","NCI. 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech.
Rep. Ser. No. 9 111 p. [Also publ. as DHEW Publication No. (NIH) 77-809], National Cancer
Institute, Washington, DC.","liver tumors carcinomas","HEq",3,"0.063","mg/kg/day","ppm diet","46","11","Mouse","B6C3F1","M/F","M","",NA,"80","Weeks"
44,76448,"Heptachlor","CalEPA",4.1,"liver","NCI. 1977. Bioassay of Heptachlor for Possible Carcinogenicity. NCI Carcinogenesis Tech.
Rep. Ser. No. 9 111 p. [Also publ. as DHEW Publication No. (NIH) 77-809], National Cancer
Institute, Washington, DC.","liver tumors carcinomas","HEq",3,"0.14","mg/kg/day","ppm diet","47","34","Mouse","B6C3F1","M/F","M","",NA,"80","Weeks"
45,78422,"Tris(2-ethylhexyl)phosphate   ","PPRTV",0.0032,"liver","NTP (National Toxicology Program). 1984. Toxicology and Carcinogenicity Studies of Tris(2-
Ethylhexyl)Phosphate (CAS No. 78-42-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies).
National Toxicology Program, National Institutes of Health. NTP TR 274.","combined hepatocellular adenoma/carcinoma","HEq",3,"0.0","mg/kg-d (HED)","mg/kg","48","2","Mouse","B6C3F1","","F","Oral gavage",5,"104","Weeks"
45,78422,"Tris(2-ethylhexyl)phosphate   ","PPRTV",0.0032,"liver","NTP (National Toxicology Program). 1984. Toxicology and Carcinogenicity Studies of Tris(2-
Ethylhexyl)Phosphate (CAS No. 78-42-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies).
National Toxicology Program, National Institutes of Health. NTP TR 274.","combined hepatocellular adenoma/carcinoma","HEq",3,"52.3","mg/kg-d (HED)","mg/kg","50","8","Mouse","B6C3F1","","F","Oral gavage",5,"104","Weeks"
45,78422,"Tris(2-ethylhexyl)phosphate   ","PPRTV",0.0032,"liver","NTP (National Toxicology Program). 1984. Toxicology and Carcinogenicity Studies of Tris(2-
Ethylhexyl)Phosphate (CAS No. 78-42-2) in F344/N Rats and B6C3F1 Mice (Gavage Studies).
National Toxicology Program, National Institutes of Health. NTP TR 274.","combined hepatocellular adenoma/carcinoma","HEq",3,"105.0","mg/kg-d (HED)","mg/kg","50","10","Mouse","B6C3F1","","F","Oral gavage",5,"104","Weeks"
46,78591,"Isophorone","IRIS",0.00095,"other endocrine or exocrine","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of isophorone (CAS No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies). NTP TR-29l. NIH Pub. No. 86-2547.","preputial gland carcinoma","HEq",3,"0.0","mg/kg-day","mg/kg-day","49","0","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
46,78591,"Isophorone","IRIS",0.00095,"other endocrine or exocrine","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of isophorone (CAS No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies). NTP TR-29l. NIH Pub. No. 86-2547.","preputial gland carcinoma","HEq",3,"32.0","mg/kg-day","mg/kg-day","46","0","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
46,78591,"Isophorone","IRIS",0.00095,"other endocrine or exocrine","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of isophorone (CAS No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies). NTP TR-29l. NIH Pub. No. 86-2547.","preputial gland carcinoma","HEq",3,"64.0","mg/kg-day","mg/kg-day","44","5","Rat","Fischer 344","M/F","M","Oral gavage",5,"103","Weeks"
47,78875,"1,2-Dichloropropane","CalEPA",0.036,"liver","NTP (1986). Toxicology and carcinogenesis studies of 1,2-dichloropropane (propylene dichloride) (CAS No. 78-87-5) in F344/N rats and B6C3F1 mice (gavage studies). National
Toxicology Program Technical Report Series No. 263. NIH Publication No. 86-2519.","combined hepatocellular adenoma or carcinoma","Conv",3,"0.0","mg/kg/day","ppm/dose","50","18","Mouse","B6C3F1","M/F","M","Oral gavage",5,"103","Weeks"
47,78875,"1,2-Dichloropropane","CalEPA",0.036,"liver","NTP (1986). Toxicology and carcinogenesis studies of 1,2-dichloropropane (propylene dichloride) (CAS No. 78-87-5) in F344/N rats and B6C3F1 mice (gavage studies). National
Toxicology Program Technical Report Series No. 263. NIH Publication No. 86-2519.","combined hepatocellular adenoma or carcinoma","Conv",3,"89.3","mg/kg/day","ppm/dose","47","26","Mouse","B6C3F1","M/F","M","Oral gavage",5,"103","Weeks"
47,78875,"1,2-Dichloropropane","CalEPA",0.036,"liver","NTP (1986). Toxicology and carcinogenesis studies of 1,2-dichloropropane (propylene dichloride) (CAS No. 78-87-5) in F344/N rats and B6C3F1 mice (gavage studies). National
Toxicology Program Technical Report Series No. 263. NIH Publication No. 86-2519.","combined hepatocellular adenoma or carcinoma","Conv",3,"178.6","mg/kg/day","ppm/dose","50","33","Mouse","B6C3F1","M/F","M","Oral gavage",5,"103","Weeks"
48,79005,"1,1,2-Trichloroethane","IRIS",0.057,"liver","NCI (National Cancer Institute). 1978. Bioassay of 1,1,2-trichloroethane for possible carcinogenicity. U.S. DHEW Tech. Rep. Ser. 74. Publ. No. NCI-CG-TR- 74.","hepatocellular carcinoma","HEq",3,"0.0","mg/kg/day","mg/kg/day (TWA)","20","2","Mouse","B6C3F1","M/F","Both","Oral gavage",5,"78","Weeks"
48,79005,"1,1,2-Trichloroethane","IRIS",0.057,"liver","NCI (National Cancer Institute). 1978. Bioassay of 1,1,2-trichloroethane for possible carcinogenicity. U.S. DHEW Tech. Rep. Ser. 74. Publ. No. NCI-CG-TR- 74.","hepatocellular carcinoma","HEq",3,"9.3","mg/kg/day","mg/kg/day (TWA)","49","18","Mouse","B6C3F1","M/F","Both","Oral gavage",5,"78","Weeks"
48,79005,"1,1,2-Trichloroethane","IRIS",0.057,"liver","NCI (National Cancer Institute). 1978. Bioassay of 1,1,2-trichloroethane for possible carcinogenicity. U.S. DHEW Tech. Rep. Ser. 74. Publ. No. NCI-CG-TR- 74.","hepatocellular carcinoma","HEq",3,"18.6","mg/kg/day","mg/kg/day (TWA)","49","37","Mouse","B6C3F1","M/F","Both","Oral gavage",5,"78","Weeks"
49,79061,"Acrylamide","CalEPA",4.5,"CNS","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Central nervous system (tumors of glial origin or glial proliferation suggestive of early tumor)","HEq",5,"0.0","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
49,79061,"Acrylamide","CalEPA",4.5,"CNS","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Central nervous system (tumors of glial origin or glial proliferation suggestive of early tumor)","HEq",5,"0.001","mg/kg-day","mg/kg-day","60","2","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
49,79061,"Acrylamide","CalEPA",4.5,"CNS","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Central nervous system (tumors of glial origin or glial proliferation suggestive of early tumor)","HEq",5,"0.015","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
49,79061,"Acrylamide","CalEPA",4.5,"CNS","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Central nervous system (tumors of glial origin or glial proliferation suggestive of early tumor)","HEq",5,"0.076","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
49,79061,"Acrylamide","CalEPA",4.5,"CNS","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Central nervous system (tumors of glial origin or glial proliferation suggestive of early tumor)","HEq",5,"0.305","mg/kg-day","mg/kg-day","60","9","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
50,79061,"Acrylamide","CalEPA",4.5,"female repro","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","uterine adenocarcinomas","HEq",5,"0.0","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
50,79061,"Acrylamide","CalEPA",4.5,"female repro","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","uterine adenocarcinomas","HEq",5,"0.001","mg/kg-day","mg/kg-day","60","2","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
50,79061,"Acrylamide","CalEPA",4.5,"female repro","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","uterine adenocarcinomas","HEq",5,"0.015","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
50,79061,"Acrylamide","CalEPA",4.5,"female repro","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","uterine adenocarcinomas","HEq",5,"0.076","mg/kg-day","mg/kg-day","60","0","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
50,79061,"Acrylamide","CalEPA",4.5,"female repro","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","uterine adenocarcinomas","HEq",5,"0.305","mg/kg-day","mg/kg-day","60","5","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
51,79061,"Acrylamide","CalEPA",4.5,"mammary glands","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","mammary gland (adenomas and adenocarcinomas)","HEq",5,"0.0","mg/kg-day","mg/kg-day","60","2","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
51,79061,"Acrylamide","CalEPA",4.5,"mammary glands","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","mammary gland (adenomas and adenocarcinomas)","HEq",5,"0.001","mg/kg-day","mg/kg-day","60","2","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
51,79061,"Acrylamide","CalEPA",4.5,"mammary glands","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","mammary gland (adenomas and adenocarcinomas)","HEq",5,"0.015","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
51,79061,"Acrylamide","CalEPA",4.5,"mammary glands","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","mammary gland (adenomas and adenocarcinomas)","HEq",5,"0.076","mg/kg-day","mg/kg-day","60","5","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
51,79061,"Acrylamide","CalEPA",4.5,"mammary glands","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","mammary gland (adenomas and adenocarcinomas)","HEq",5,"0.305","mg/kg-day","mg/kg-day","60","8","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
52,79061,"Acrylamide","CalEPA",4.5,"oral cavity","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Oral cavity (Squamous cell papillomas and carcinomas)","HEq",5,"0.0","mg/kg-day","mg/kg-day","60","0","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
52,79061,"Acrylamide","CalEPA",4.5,"oral cavity","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Oral cavity (Squamous cell papillomas and carcinomas)","HEq",5,"0.001","mg/kg-day","mg/kg-day","60","3","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
52,79061,"Acrylamide","CalEPA",4.5,"oral cavity","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Oral cavity (Squamous cell papillomas and carcinomas)","HEq",5,"0.015","mg/kg-day","mg/kg-day","60","2","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
52,79061,"Acrylamide","CalEPA",4.5,"oral cavity","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Oral cavity (Squamous cell papillomas and carcinomas)","HEq",5,"0.076","mg/kg-day","mg/kg-day","60","3","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
52,79061,"Acrylamide","CalEPA",4.5,"oral cavity","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Oral cavity (Squamous cell papillomas and carcinomas)","HEq",5,"0.305","mg/kg-day","mg/kg-day","60","8","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
53,79061,"Acrylamide","CalEPA",4.5,"systemic","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Combined incidence of tumors in the central nervous system, mammary gland, oral cavity, thyroid gland and uterus","HEq",5,"0.0","mg/kg-day","mg/kg-day","60","13","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
53,79061,"Acrylamide","CalEPA",4.5,"systemic","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Combined incidence of tumors in the central nervous system, mammary gland, oral cavity, thyroid gland and uterus","HEq",5,"0.001","mg/kg-day","mg/kg-day","60","18","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
53,79061,"Acrylamide","CalEPA",4.5,"systemic","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Combined incidence of tumors in the central nervous system, mammary gland, oral cavity, thyroid gland and uterus","HEq",5,"0.015","mg/kg-day","mg/kg-day","60","14","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
53,79061,"Acrylamide","CalEPA",4.5,"systemic","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Combined incidence of tumors in the central nervous system, mammary gland, oral cavity, thyroid gland and uterus","HEq",5,"0.076","mg/kg-day","mg/kg-day","60","21","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
53,79061,"Acrylamide","CalEPA",4.5,"systemic","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","Combined incidence of tumors in the central nervous system, mammary gland, oral cavity, thyroid gland and uterus","HEq",5,"0.305","mg/kg-day","mg/kg-day","60","46","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
54,79061,"Acrylamide","CalEPA",4.5,"thyroid","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","thyroid (follicular adenomas and adenocarcinomas)","HEq",5,"0.0","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
54,79061,"Acrylamide","CalEPA",4.5,"thyroid","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","thyroid (follicular adenomas and adenocarcinomas)","HEq",5,"0.001","mg/kg-day","mg/kg-day","60","0","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
54,79061,"Acrylamide","CalEPA",4.5,"thyroid","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","thyroid (follicular adenomas and adenocarcinomas)","HEq",5,"0.015","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
54,79061,"Acrylamide","CalEPA",4.5,"thyroid","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","thyroid (follicular adenomas and adenocarcinomas)","HEq",5,"0.076","mg/kg-day","mg/kg-day","60","1","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
54,79061,"Acrylamide","CalEPA",4.5,"thyroid","Johnson KA, Gorzinski SJ, Bodner KM, Campbell RA, Wolf CA, Friedman MA and Mast RW. 1986. Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol 85:154-168.","thyroid (follicular adenomas and adenocarcinomas)","HEq",5,"0.305","mg/kg-day","mg/kg-day","60","5","Rat","Fischer 344","M/F","F","Oral drinking water",NA,"2","Years"
55,79061,"Acrylamide","IRIS",0.5,"male repro","Johnson KA; Gorzinski SJ; Bodner KM; Campbell RA; Wolf CH; Friedman MA; Mast RW (1986). Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol, 85: 154-168","tunica vaginalis mesotheliomas","Dose",5,"0.0","mg/kg-day","mg/kg-day","60","3","Rat","Fischer 344","M/F","M","Oral drinking water",NA,"2","Years"
55,79061,"Acrylamide","IRIS",0.5,"male repro","Johnson KA; Gorzinski SJ; Bodner KM; Campbell RA; Wolf CH; Friedman MA; Mast RW (1986). Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol, 85: 154-168","tunica vaginalis mesotheliomas","Dose",5,"0.01","mg/kg-day","mg/kg-day","60","0","Rat","Fischer 344","M/F","M","Oral drinking water",NA,"2","Years"
55,79061,"Acrylamide","IRIS",0.5,"male repro","Johnson KA; Gorzinski SJ; Bodner KM; Campbell RA; Wolf CH; Friedman MA; Mast RW (1986). Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol, 85: 154-168","tunica vaginalis mesotheliomas","Dose",5,"0.1","mg/kg-day","mg/kg-day","60","7","Rat","Fischer 344","M/F","M","Oral drinking water",NA,"2","Years"
55,79061,"Acrylamide","IRIS",0.5,"male repro","Johnson KA; Gorzinski SJ; Bodner KM; Campbell RA; Wolf CH; Friedman MA; Mast RW (1986). Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol, 85: 154-168","tunica vaginalis mesotheliomas","Dose",5,"0.5","mg/kg-day","mg/kg-day","60","11","Rat","Fischer 344","M/F","M","Oral drinking water",NA,"2","Years"
55,79061,"Acrylamide","IRIS",0.5,"male repro","Johnson KA; Gorzinski SJ; Bodner KM; Campbell RA; Wolf CH; Friedman MA; Mast RW (1986). Chronic toxicity and oncogenicity study on acrylamide incorporated in the drinking water of Fischer 344 rats. Toxicol Appl Pharmacol, 85: 154-168","tunica vaginalis mesotheliomas","Dose",5,"2.0","mg/kg-day","mg/kg-day","60","10","Rat","Fischer 344","M/F","M","Oral drinking water",NA,"2","Years"
56,79345,"1,1,2,2-Tetrachloroethane","CalEPA",0.27,"liver","National Cancer Institute 1978. Bioassay of 1,1,2,2,-Tetrachloroethane for Possible Carcinogenicity. DHEW Publication No. (NIH) 78-827. U.S. Government Printing Office, Washington, DC.","hepatocellular carcinoma","Dose",3,"0.0","mg/kg-day","mg/kg-day","19","0","Mouse","B6C3F1","M/F","F","Oral gavage",5,"78","Weeks"
56,79345,"1,1,2,2-Tetrachloroethane","CalEPA",0.27,"liver","National Cancer Institute 1978. Bioassay of 1,1,2,2,-Tetrachloroethane for Possible Carcinogenicity. DHEW Publication No. (NIH) 78-827. U.S. Government Printing Office, Washington, DC.","hepatocellular carcinoma","Dose",3,"142.0","mg/kg-day","mg/kg-day","48","30","Mouse","B6C3F1","M/F","F","Oral gavage",5,"78","Weeks"
56,79345,"1,1,2,2-Tetrachloroethane","CalEPA",0.27,"liver","National Cancer Institute 1978. Bioassay of 1,1,2,2,-Tetrachloroethane for Possible Carcinogenicity. DHEW Publication No. (NIH) 78-827. U.S. Government Printing Office, Washington, DC.","hepatocellular carcinoma","Dose",3,"282.0","mg/kg-day","mg/kg-day","47","43","Mouse","B6C3F1","M/F","F","Oral gavage",5,"78","Weeks"
57,79345,"1,1,2,2-Tetrachloroethane","IRIS",0.2,"liver","NCI (National Cancer Institute). (1978) Bioassay of 1,1,2,2-tetrachloroethane for possible carcinogenicity.  Natl Cancer Inst Carcinog Tech Rep Ser No. 27; NIH Publication No. 78-827. PB2774537GA.","hepatocellular carcinomas","Dose",3,"0.0","mg/kg/day","mg/kg/day","40","1","Mouse","B6C3F1","M/F","F","Oral gavage",5,"78","Duration"
57,79345,"1,1,2,2-Tetrachloroethane","IRIS",0.2,"liver","NCI (National Cancer Institute). (1978) Bioassay of 1,1,2,2-tetrachloroethane for possible carcinogenicity.  Natl Cancer Inst Carcinog Tech Rep Ser No. 27; NIH Publication No. 78-827. PB2774537GA.","hepatocellular carcinomas","Dose",3,"142.0","mg/kg/day","mg/kg/day","48","30","Mouse","B6C3F1","M/F","F","Oral gavage",5,"78","Duration"
57,79345,"1,1,2,2-Tetrachloroethane","IRIS",0.2,"liver","NCI (National Cancer Institute). (1978) Bioassay of 1,1,2,2-tetrachloroethane for possible carcinogenicity.  Natl Cancer Inst Carcinog Tech Rep Ser No. 27; NIH Publication No. 78-827. PB2774537GA.","hepatocellular carcinomas","Dose",3,"284.0","mg/kg/day","mg/kg/day","47","43","Mouse","B6C3F1","M/F","F","Oral gavage",5,"78","Duration"
